číslo,název,poř. číslo,"příjmení, jméno, tituly",věk,Navrhující strana,Politická příslušnost,hlasy abs.,hlasy %,Mandát,Pořadí
14,SDŽ,8,Fanta Tomáš,36,SDŽ,SDŽ,107,"0,62",-,-
14,SDŽ,9,Němec Oldřich  Mgr.,53,SDŽ,BEZPP,109,"0,63",-,-
14,SDŽ,10,Morávek Jiří  Mgr.,51,SDŽ,BEZPP,319,"1,86",-,-
14,SDŽ,11,Vilímková Iveta  Ing.,40,SDŽ,SDŽ,275,"1,61",-,-
14,SDŽ,12,Toppisch Wesselin  MUDr.,65,SDŽ,BEZPP,150,"0,87",-,-
14,SDŽ,13,Heřman Václav,61,SDŽ,SDŽ,110,"0,64",-,-
14,SDŽ,14,Najda Vladimír  Ing.,42,SDŽ,SDŽ,44,"0,25",-,-
14,SDŽ,15,Lapiš Daniel,27,SDŽ,SDŽ,70,"0,41",-,-
14,SDŽ,16,Wolf Pavel,48,SDŽ,SDŽ,49,"0,28",-,-
14,SDŽ,17,Kučera Zdeněk,57,SDŽ,SDŽ,32,"0,18",-,-
14,SDŽ,18,Holánek Petr  JUDr.,47,SDŽ,BEZPP,119,"0,69",-,-
14,SDŽ,19,Vítková Martina,34,SDŽ,SDŽ,85,"0,49",-,-
14,SDŽ,20,Stejskal Ota  Mgr.,44,SDŽ,BEZPP,61,"0,35",-,-
14,SDŽ,21,Sedlák Jiří,63,SDŽ,SDŽ,46,"0,26",-,-
14,SDŽ,22,Štěpánková Marie  Ing.,29,SDŽ,BEZPP,129,"0,75",-,-
14,SDŽ,23,Vejběra Jiří  Ing.,51,SDŽ,SDŽ,33,"0,19",-,-
14,SDŽ,24,Hála Petr  JUDr.,61,SDŽ,SDŽ,37,"0,21",-,-
14,SDŽ,25,Bureš Roman  Ing.,47,SDŽ,SDŽ,20,"0,11",-,-
14,SDŽ,26,Kozubek Vladimír  Ing.,53,SDŽ,SDŽ,35,"0,20",-,-
14,SDŽ,27,Hanusek Ivo  Ing.,42,SDŽ,SDŽ,28,"0,16",-,-
14,SDŽ,28,Bakule Václav Pavel,65,SDŽ,SDŽ,46,"0,26",-,-
14,SDŽ,29,Štěpán David,45,SDŽ,SDŽ,41,"0,24",-,-
15,HS,1,Tamáš Jan  Ing. Ph.D.,32,HS,HS,654,"14,26",-,-
15,HS,2,Rosková Lenka  Mgr.,40,HS,HS,209,"4,55",-,-
15,HS,3,Mika Otakar Jiří  Ing. CSc.,56,HS,BEZPP,152,"3,31",-,-
15,HS,4,Bednář Jan,30,HS,HS,182,"3,97",-,-
15,HS,5,Bystřická Dagmar  Mgr. Ph.D.,32,HS,HS,138,"3,01",-,-
15,HS,6,Burian Jan  Ing.,35,HS,BEZPP,58,"1,26",-,-
15,HS,7,Novomestská Ivona,26,HS,HS,79,"1,72",-,-
15,HS,8,Němec Ivan  Doc. Ing. CSc.,63,HS,BEZPP,86,"1,87",-,-
15,HS,9,Kunšteková Maříková Jana  PhDr.,48,HS,BEZPP,38,"0,82",-,-
15,HS,10,Curatolo Jůnová Markéta  Mgr.,29,HS,HS,50,"1,09",-,-
15,HS,11,Šimonová Jana  Ing.,29,HS,HS,34,"0,74",-,-
15,HS,12,Mevald Martin,31,HS,HS,20,"0,43",-,-
15,HS,13,Pešková Jana  Mgr.,61,HS,BEZPP,48,"1,04",-,-
15,HS,15,Pelan Jan,41,HS,BEZPP,5,"0,10",-,-
15,HS,16,Musilová Ilona  Bc.,44,HS,BEZPP,21,"0,45",-,-
15,HS,17,Šindelářová Petra,29,HS,HS,41,"0,89",-,-
15,HS,18,Hrušínský Martin,24,HS,HS,26,"0,56",-,-
15,HS,19,Langer Radek,31,HS,HS,4,"0,08",-,-
15,HS,20,Vavroch Jaromír,24,HS,BEZPP,37,"0,80",-,-
15,HS,21,Hájková Zuzana  Mgr.,26,HS,HS,15,"0,32",-,-
15,HS,22,Švec Petr,31,HS,HS,7,"0,15",-,-
15,HS,23,Horálková Klára,21,HS,HS,49,"1,06",-,-
15,HS,25,Jareš Jiří,27,HS,HS,15,"0,32",-,-
15,HS,26,Krumbholcová Eva,51,HS,HS,5,"0,10",-,-
15,HS,27,Bartoň Michal,21,HS,BEZPP,12,"0,26",-,-
15,HS,28,Opolecký Hynek,23,HS,HS,19,"0,41",-,-
16,M,1,Novotný Jiří,31,M,M,588,"6,47",-,-
16,M,2,Rostinský Joseph  prof. Dr. Ph.D.,63,M,BEZPP,469,"5,16",-,-
16,M,3,Ovčačíková Alena  PhDr.,53,M,M,366,"4,02",-,-
16,M,4,Ingr Tomáš  Ing.,30,M,M,343,"3,77",-,-
16,M,5,Šuhaj Bohumil  Mgr.,28,M,M,210,"2,31",-,-
16,M,6,Zrůbek Libor,42,M,M,137,"1,50",-,-
16,M,7,Kovář Mojmír  Ing.,70,M,BEZPP,114,"1,25",-,-
16,M,8,Zbožínek Zdeněk  Ing.,59,M,M,102,"1,12",-,-
16,M,9,Novotný František,55,M,M,114,"1,25",-,-
16,M,10,Dušek Antonín  Mgr.,67,M,M,114,"1,25",-,-
16,M,11,Blechta Jiří  Ing.,57,M,M,150,"1,65",-,-
16,M,12,Kořínek Jiří,51,M,M,75,"0,82",-,-
16,M,13,Smital Jan,57,M,M,50,"0,55",-,-
16,M,14,Gruber Bohumír,45,M,M,71,"0,78",-,-
16,M,15,Kolomazník Karel  Ing.,58,M,M,79,"0,86",-,-
16,M,16,Keprt Robert  Mgr.,41,M,M,178,"1,95",-,-
16,M,17,Říha Tomáš,37,M,M,106,"1,16",-,-
16,M,18,Sekanina Aleš,45,M,M,54,"0,59",-,-
16,M,19,Skoumal Tomáš  Mgr.,36,M,M,32,"0,35",-,-
16,M,20,Gál Jaroslav,32,M,M,49,"0,53",-,-
18,LIB,1,Hamerský Milan  Mgr.,36,LIB,LIB,132,"7,43",-,-
18,LIB,3,Nguyen Linh,22,LIB,BEZPP,113,"6,36",-,-
18,LIB,4,Furiel Róbert,23,LIB,BEZPP,16,"0,90",-,-
18,LIB,5,Černý Pavel,24,LIB,BEZPP,38,"2,14",-,-
18,LIB,6,Trützschlerová Eugenie  Dr.,58,LIB,BEZPP,28,"1,57",-,-
18,LIB,7,Sládeček Peter  Mgr.,27,LIB,BEZPP,13,"0,73",-,-
18,LIB,8,Štork Rostislav  RNDr. Ph.D.,39,LIB,BEZPP,59,"3,32",-,-
18,LIB,10,Procházková Jindřiška  MUDr.,49,LIB,BEZPP,61,"3,43",-,-
18,LIB,11,Prokešová Klára,25,LIB,BEZPP,15,"0,84",-,-
18,LIB,12,Pilous Derek  Mgr.,34,LIB,LIB,27,"1,52",-,-
18,LIB,13,Chocholatý Gröger Franz  Bc.,65,LIB,BEZPP,16,"0,90",-,-
18,LIB,14,Zamečník Petr,26,LIB,BEZPP,20,"1,12",-,-
18,LIB,15,Svobodová Klára  Bc.,25,LIB,BEZPP,25,"1,40",-,-
18,LIB,16,Kalenský Lukáš  Ing.,30,LIB,LIB,13,"0,73",-,-
18,LIB,17,Rous Roman  Ing.,36,LIB,BEZPP,23,"1,29",-,-
18,LIB,18,Vaněk Roman,38,LIB,BEZPP,33,"1,85",-,-
18,LIB,19,Vašíček Petr,27,LIB,BEZPP,11,"0,61",-,-
18,LIB,20,Psota Tomáš,24,LIB,BEZPP,6,"0,33",-,-
18,LIB,21,Janský Vladimír  Ing.,57,LIB,SNK ED,16,"0,90",-,-
18,LIB,22,Linkov Václav  Mgr.,30,LIB,BEZPP,12,"0,67",-,-
19,SDaS,1,Štros Ota,58,SDaS,BEZPP,114,"11,56",-,-
19,SDaS,2,Hlaváč Tomáš  JUDr. Ing.,54,SDaS,BEZPP,63,"6,38",-,-
19,SDaS,3,Kruppová Alice  Dr.iur. Mgr. LL.M,36,SDaS,BEZPP,136,"13,79",-,-
19,SDaS,4,Hlavsa Jaroslav  Ing.,44,SDaS,BEZPP,42,"4,25",-,-
20,HNDPSDZP,1,Szotkowski Jan  Mgr.,56,HNPD,HNPD,187,"2,70",-,-
20,HNDPSDZP,2,Fialová Ludmila  Doc. PaedDr. Ph.D.,54,HNPD,BEZPP,300,"4,34",-,-
20,HNDPSDZP,3,Stiborková Karla  Mgr.,52,HNPD,BEZPP,159,"2,30",-,-
20,HNDPSDZP,4,Kožíšek Ondřej  PaedDr.,52,HNPD,BEZPP,112,"1,62",-,-
20,HNDPSDZP,5,Górecká Danuše  PaedDr.,47,HNPD,BEZPP,112,"1,62",-,-
20,HNDPSDZP,6,Seifertová Šárka  Ing.,44,HNPD,BEZPP,149,"2,15",-,-
20,HNDPSDZP,7,Kračmar Bronislav  Doc. PaedDr.,51,HNPD,BEZPP,97,"1,40",-,-
20,HNDPSDZP,8,Kopáčková Markéta  Ing.,49,HNPD,BEZPP,91,"1,31",-,-
20,HNDPSDZP,9,Reter Jiří  Ing.,55,SDŽP,BEZPP,86,"1,24",-,-
20,HNDPSDZP,10,Zvonková Dagmar  Mgr.,56,HNPD,BEZPP,66,"0,95",-,-
20,HNDPSDZP,11,Skoták Miroslav  Mgr.,55,SDŽP,BEZPP,47,"0,68",-,-
20,HNDPSDZP,12,Solanská Zdenka  Mgr.,47,HNPD,BEZPP,86,"1,24",-,-
20,HNDPSDZP,13,Šustr Stanislav  Ing.,48,SDŽP,BEZPP,45,"0,65",-,-
20,HNDPSDZP,14,Foltynová Kamila  Mgr.,36,HNPD,BEZPP,113,"1,63",-,-
20,HNDPSDZP,15,Vranayová Iveta  Ing.,43,HNPD,BEZPP,36,"0,52",-,-
20,HNDPSDZP,16,Tlapáková Eva  PhDr. CSc.,57,SDŽP,BEZPP,41,"0,59",-,-
20,HNDPSDZP,17,Charvát Martin  Mgr.,40,HNPD,BEZPP,62,"0,89",-,-
20,HNDPSDZP,18,Šťovičková Ivona  Mgr.,27,HNPD,BEZPP,71,"1,02",-,-
20,HNDPSDZP,19,Pospěch Lumír  Mgr.,50,HNPD,BEZPP,34,"0,49",-,-
20,HNDPSDZP,20,Kratochvíl Aleš,38,HNPD,BEZPP,55,"0,79",-,-
20,HNDPSDZP,21,Šimíček Jiljí  Mgr.,70,HNPD,BEZPP,42,"0,60",-,-
20,HNDPSDZP,22,Sobková Alice  Mgr.,54,SDŽP,BEZPP,21,"0,30",-,-
20,HNDPSDZP,23,Daňková Gabriela  Mgr.,41,HNPD,BEZPP,23,"0,33",-,-
20,HNDPSDZP,24,Kopecký Miloslav,61,SDŽP,SDŽP,48,"0,69",-,-
21,KSČM,1,Ransdorf Miloslav  PhDr. CSc.,56,KSČM,KSČM,61 453,"18,36",*,1
21,KSČM,2,Remek Vladimír  Ing.,60,KSČM,BEZPP,40 650,"12,14",*,2
21,KSČM,3,Maštálka Jiří  MUDr.,53,KSČM,KSČM,8 181,"2,44",*,3
21,KSČM,4,Kohlíček Jaromír  Ing. CSc.,56,KSČM,KSČM,5 719,"1,70",*,4
21,KSČM,5,Flasarová Věra  RSDr. Ing.,56,KSČM,KSČM,4 938,"1,47",-,1
21,KSČM,6,Konečná Kateřina  Ing.,28,KSČM,KSČM,10 623,"3,17",-,2
21,KSČM,7,Bebarová-Rujbrová Zuzka  JUDr.,58,KSČM,KSČM,11 066,"3,30",-,3
21,KSČM,8,Charfo Hassan  Doc. Ing. DrSc.,65,KSČM,KSČM,596,"0,17",-,4
21,KSČM,9,Hudeček Jiří  Doc. RNDr. CSc.,55,KSČM,SDS,967,"0,28",-,5
21,KSČM,10,Exner Václav  RNDr. CSc.,66,KSČM,KSČM,3 827,"1,14",-,6
21,KSČM,11,Beneš František  Ing. CSc.,64,KSČM,KSČM,686,"0,20",-,7
21,KSČM,12,Rusová Marie  JUDr.,58,KSČM,KSČM,1 524,"0,45",-,8
21,KSČM,13,Kubát Čestmír  JUDr. CSc.,53,KSČM,KSČM,689,"0,20",-,9
21,KSČM,14,Šlahúnková Pavla,21,KSČM,BEZPP,1 066,"0,31",-,10
21,KSČM,15,Ledl Lubomír  JUDr.,56,KSČM,SDS,910,"0,27",-,11
21,KSČM,16,Krajča Milan,25,KSČM,KSČM,1 107,"0,33",-,12
21,KSČM,17,Baborová Lenka  MUDr.,31,KSČM,BEZPP,1 459,"0,43",-,13
21,KSČM,18,Briardová Helena  PhDr.,62,KSČM,KSČM,194,"0,05",-,14
21,KSČM,19,Janouch Roman  Mgr.,36,KSČM,KSČM,697,"0,20",-,15
21,KSČM,20,Klikarová Kateřina,25,KSČM,KSČM,1 219,"0,36",-,16
21,KSČM,21,Gregor Petr  Ing.,63,KSČM,BEZPP,226,"0,06",-,17
21,KSČM,22,Přikrylová Martina  Bc.,24,KSČM,BEZPP,447,"0,13",-,18
21,KSČM,23,Klepšová Alena,56,KSČM,KSČM,418,"0,12",-,19
21,KSČM,24,Datel Vratislav  RNDr. CSc.,62,KSČM,BEZPP,47,"0,01",-,20
21,KSČM,25,Rodinová Hana  Ing. Ph.D.,28,KSČM,BEZPP,356,"0,10",-,21
22,VAŠEALT.,1,Štětina Jaromír  Ing.,66,"""STAN""",BEZPP,14 032,"25,99",-,-
22,VAŠEALT.,2,Paukrtová Soňa  Mgr.,59,ALTER,BEZPP,2 085,"3,86",-,-
22,VAŠEALT.,3,Hůla Petr  Ing. Ph.D.,34,"""STAN""",BEZPP,904,"1,67",-,-
22,VAŠEALT.,4,Brož Josef   DESS,43,ALTER,SOS,198,"0,36",-,-
22,VAŠEALT.,5,Šanc Ivo  RNDr. CSc.,54,"""STAN""",BEZPP,673,"1,24",-,-
22,VAŠEALT.,6,Lid Miroslav  PaedDr.,60,"""STAN""",BEZPP,208,"0,38",-,-
22,VAŠEALT.,7,Milunič Vladimír  Ing. arch.,68,ALTER,BEZPP,1 056,"1,95",-,-
22,VAŠEALT.,8,Brady Pavla  Ing.,37,ALTER,BEZPP,492,"0,91",-,-
22,VAŠEALT.,9,Horník Jan  Ing.,55,ALTER,BEZPP,782,"1,44",-,-
22,VAŠEALT.,10,Krätschmerová Jitka  Ing.,47,"""STAN""",BEZPP,195,"0,36",-,-
22,VAŠEALT.,11,Hájek Karel  Mgr.,59,"""STAN""",BEZPP,237,"0,43",-,-
22,VAŠEALT.,12,Stelzer Pavel  Ing.,58,ALTER,BEZPP,129,"0,23",-,-
22,VAŠEALT.,13,Černá Lenka  Mgr.,35,ALTER,US-DEU,332,"0,61",-,-
22,VAŠEALT.,14,Polčák Stanislav  JUDr.,29,"""STAN""","""STAN""",577,"1,06",-,-
22,VAŠEALT.,15,Fejfar Petr  Bc.,50,"""STAN""",BEZPP,156,"0,28",-,-
22,VAŠEALT.,16,Staňa Jiří  MUDr.,56,"""STAN""",BEZPP,292,"0,54",-,-
22,VAŠEALT.,17,Šolc Jiří,31,ALTER,SOS,246,"0,45",-,-
22,VAŠEALT.,18,Bařinka Vlastimil  Ing.,51,"""STAN""",BEZPP,298,"0,55",-,-
22,VAŠEALT.,19,Haasová Karola  MUDr.,44,ALTER,US-DEU,163,"0,30",-,-
22,VAŠEALT.,20,Rampich Jan  Ing. Arch.,56,ALTER,BEZPP,89,"0,16",-,-
22,VAŠEALT.,21,Mokrejš Josef,61,"""STAN""",BEZPP,57,"0,10",-,-
22,VAŠEALT.,22,Brázda Radek,37,"""STAN""",BEZPP,242,"0,44",-,-
22,VAŠEALT.,23,Mirka Vladimír  MUDr.,54,ALTER,BEZPP,30,"0,05",-,-
22,VAŠEALT.,24,Holba Pavel  Ing. CSc.,68,ALTER,KAN,84,"0,15",-,-
22,VAŠEALT.,25,Czasch Petr,48,ALTER,DK,59,"0,10",-,-
22,VAŠEALT.,26,Nováček Pavel  Doc. RNDr. CSc.,48,ALTER,SOS,88,"0,16",-,-
22,VAŠEALT.,27,Protiva Karel  MUDr.,57,ALTER,KAN,50,"0,09",-,-
22,VAŠEALT.,28,Žalkovský Jaroslav,47,"""STAN""",BEZPP,67,"0,12",-,-
22,VAŠEALT.,29,Hanáková Alena  Mgr.,50,"""STAN""",BEZPP,327,"0,60",-,-
23,Svobodní,1,Payne Jiří  RNDr.,52,Svobodní,Svobodní,3 437,"11,51",-,-
23,Svobodní,2,Kuras Benjamin Miloslav,65,Svobodní,Svobodní,3 341,"11,19",-,-
23,Svobodní,3,Bednář Miloslav  Prof. PhDr.,60,Svobodní,Svobodní,1 059,"3,54",-,-
23,Svobodní,5,Šedivá Alena,54,Svobodní,Svobodní,275,"0,92",-,-
23,Svobodní,6,Muzikář Martin  Mgr. Ph.D.,35,Svobodní,Svobodní,236,"0,79",-,-
23,Svobodní,7,Kasal Jan  Bc.,24,Svobodní,Svobodní,326,"1,09",-,-
23,Svobodní,8,Bahník Petr  Mgr.,41,Svobodní,BEZPP,411,"1,37",-,-
23,Svobodní,9,Bátora Ladislav  Ing. Mgr. Bc. Ph.D.,57,Svobodní,Svobodní,208,"0,69",-,-
23,Svobodní,10,Nechvátal Vladislav  Ing.,44,Svobodní,Svobodní,137,"0,45",-,-
23,Svobodní,11,Viktorýn Petr,39,Svobodní,Svobodní,182,"0,60",-,-
23,Svobodní,12,Černoch Filip  MUDr.,35,Svobodní,Svobodní,237,"0,79",-,-
23,Svobodní,13,Pech Rostislav  Ing.,40,Svobodní,Svobodní,106,"0,35",-,-
23,Svobodní,14,Novák Libor  Bc.,53,Svobodní,Svobodní,114,"0,38",-,-
23,Svobodní,15,Srstka Rostislav,54,Svobodní,Svobodní,70,"0,23",-,-
23,Svobodní,16,Machálek Pavel,47,Svobodní,Svobodní,89,"0,29",-,-
23,Svobodní,17,Kress Radim,41,Svobodní,Svobodní,62,"0,20",-,-
23,Svobodní,18,Makový Milan,51,Svobodní,Svobodní,30,"0,10",-,-
23,Svobodní,19,Kefurt Robert,46,Svobodní,Svobodní,60,"0,20",-,-
23,Svobodní,20,Krajsa Pavel  Ing.,48,Svobodní,Svobodní,51,"0,17",-,-
23,Svobodní,21,Kaláb Tomáš  RNDr. Ph.D.,38,Svobodní,Svobodní,89,"0,29",-,-
23,Svobodní,22,Horák Tomáš  Bc.,28,Svobodní,Svobodní,103,"0,34",-,-
23,Svobodní,23,Marek Tomáš   MBA,37,Svobodní,Svobodní,48,"0,16",-,-
23,Svobodní,24,Konopáč Luděk  Bc.,47,Svobodní,Svobodní,34,"0,11",-,-
23,Svobodní,26,Semín Michal  Mgr.,41,Svobodní,BEZPP,209,"0,70",-,-
23,Svobodní,27,Matějka František,38,Svobodní,Svobodní,197,"0,66",-,-
24,SNK ED,1,Macek Lukáš   M.A.,33,SNK ED,BEZPP,5 015,"12,80",-,-
24,SNK ED,2,Baudyšová Zuzana  Ing.,61,SNK ED,BEZPP,6 729,"17,18",-,-
24,SNK ED,3,Plecitý Jiří  Ing.,32,SNK ED,BEZPP,1 861,"4,75",-,-
24,SNK ED,4,Palatová Eva  PhDr.,30,SNK ED,BEZPP,1 525,"3,89",-,-
24,SNK ED,5,Kováčiková Sylva  Ing.,51,SNK ED,SNK ED,431,"1,10",-,-
24,SNK ED,6,Zoser Josef,60,SNK ED,HNHRM,536,"1,36",-,-
24,SNK ED,7,Halanová Květa  Mgr.,50,SNK ED,SNK ED,150,"0,38",-,-
24,SNK ED,8,Ondrouch Martin  Ing. arch. Ph.D.,38,SNK ED,SNK ED,3 786,"9,66",-,-
24,SNK ED,9,Lebeda Václav   M.A.,27,SNK ED,BEZPP,664,"1,69",-,-
24,SNK ED,10,Hledík Vojtěch,23,SNK ED,SNK ED,169,"0,43",-,-
24,SNK ED,11,Hilšer Marek  MUDr.,33,SNK ED,BEZPP,346,"0,88",-,-
24,SNK ED,12,Kovářová Eliška  Mgr.,64,SNK ED,SNK ED,130,"0,33",-,-
24,SNK ED,13,Domšová Václava  Ing.,51,SNK ED,SNK ED,516,"1,31",-,-
24,SNK ED,14,Petráň Miroslav  Ing. arch.,57,SNK ED,SNK ED,204,"0,52",-,-
24,SNK ED,15,"Sovová Eliška  Doc. MUDr. Ph.D., MBA",48,SNK ED,BEZPP,469,"1,19",-,-
24,SNK ED,16,Chudomelová Helena  JUDr.,58,SNK ED,SNK ED,80,"0,20",-,-
24,SNK ED,17,Řezníček Petr  Mgr.,58,SNK ED,SNK ED,194,"0,49",-,-
24,SNK ED,18,Zábranská Pavlína  Mgr.,31,SNK ED,SNK ED,74,"0,18",-,-
24,SNK ED,19,Havlůj Jan  Ing.,33,SNK ED,BEZPP,71,"0,18",-,-
24,SNK ED,20,Smutný Jan  Mgr.,49,SNK ED,SNK ED,79,"0,20",-,-
24,SNK ED,21,Jelínek Ivo,45,SNK ED,SNK ED,111,"0,28",-,-
24,SNK ED,22,Dostrašilová Věra  Mgr.,44,SNK ED,SNK ED,35,"0,08",-,-
24,SNK ED,23,Sova Jan  Mgr.,28,SNK ED,SNK ED,25,"0,06",-,-
24,SNK ED,24,Parihuzič Miroslav,54,SNK ED,SNK ED,55,"0,14",-,-
24,SNK ED,25,Reedová Markéta  Bc.,40,SNK ED,SNK ED,78,"0,19",-,-
24,SNK ED,26,Hlaváč Josef  Ing.,64,SNK ED,SNK ED,23,"0,05",-,-
24,SNK ED,27,Berdychová Martina  Mgr.,38,SNK ED,SNK ED,109,"0,27",-,-
24,SNK ED,28,Jandová Jana   DiS.,55,SNK ED,SNK ED,30,"0,07",-,-
24,SNK ED,29,Dohnálek Helmut,43,SNK ED,SNK ED,166,"0,42",-,-
25,BPS,1,Hrdina Jiří,56,BPS,BPS,375,"10,10",-,-
25,BPS,2,Trojan Václav,63,BPS,SZ,126,"3,39",-,-
25,BPS,3,Gvozdková Marcela,36,BPS,BEZPP,113,"3,04",-,-
25,BPS,4,Schinabek Jan,38,BPS,BEZPP,187,"5,03",-,-
25,BPS,5,Kolouch Pavel  Ing.,38,BPS,BEZPP,154,"4,14",-,-
25,BPS,6,Škoula Martin  Bc.,40,BPS,BEZPP,93,"2,50",-,-
25,BPS,7,Pudelský Štefan  Ing.,40,BPS,BEZPP,76,"2,04",-,-
26,SZ,1,Dusík Jan  JUDr.,34,SZ,SZ,4 246,"8,73",-,-
26,SZ,2,Jacques Kateřina  PhDr.,38,SZ,SZ,5 810,"11,94",-,-
26,SZ,3,Rabas Přemysl  MVDr.,45,SZ,SZ,4 499,"9,25",-,-
26,SZ,4,Šiklová Jiřina  PhDr. CSc.,73,SZ,BEZPP,9 660,"19,86",-,-
26,SZ,5,Horáček Milan,62,SZ,SZ,834,"1,71",-,-
26,SZ,6,Horváthová Lucie  Bc.,27,SZ,BEZPP,1 113,"2,28",-,-
26,SZ,7,Vlašín Mojmír  RNDr.,54,SZ,BEZPP,2 407,"4,95",-,-
26,SZ,8,Stehlíková Džamila  MUDr.,47,SZ,SZ,1 450,"2,98",-,-
26,SZ,9,Drhová Zuzana  Ing. PhD,45,SZ,SZ,423,"0,86",-,-
26,SZ,10,Maiello Giuseppe,46,SZ,BEZPP,534,"1,09",-,-
26,SZ,11,Mackovíková Monika  Mgr.,36,SZ,SZ,208,"0,42",-,-
26,SZ,12,Orel Petr,49,SZ,SZ,800,"1,64",-,-
26,SZ,13,Gaillyová Yvonna  RNDr. CSc.,53,SZ,BEZPP,728,"1,49",-,-
26,SZ,14,Pavlíčko Alois  Ing. Ph.D.,48,SZ,BEZPP,243,"0,49",-,-
26,SZ,15,Drápalová Jana  Ing.,46,SZ,SZ,419,"0,86",-,-
26,SZ,16,Popovský Jakub  Bc.,24,SZ,SZ,231,"0,47",-,-
26,SZ,17,Wagnerová Irena  Akad.mal.,49,SZ,SZ,115,"0,23",-,-
26,SZ,18,Shanaáh Šádí  M.Phil.,26,SZ,SZ,388,"0,79",-,-
26,SZ,19,Pokorná Martina  Mgr.,34,SZ,SZ,239,"0,49",-,-
26,SZ,20,Šulgan František  Ing.,52,SZ,SZ,203,"0,41",-,-
26,SZ,21,Bergerová Štěpánka  Ing.,42,SZ,SZ,87,"0,17",-,-
26,SZ,22,Mirovský Ondřej  Mgr. M.EM,30,SZ,SZ,75,"0,15",-,-
26,SZ,23,Benešová Zuzana  Mgr.,32,SZ,SZ,92,"0,18",-,-
26,SZ,24,Janeba Oldřich,33,SZ,SZ,87,"0,17",-,-
26,SZ,25,Minart Matthieu Bernard Marie,34,SZ,BEZPP,82,"0,16",-,-
27,"""KČ""",1,Srb Václav,51,"""KČ""","""KČ""",232,"5,21",-,-
27,"""KČ""",2,Krátký Petr  Mgr.et Bc.,34,"""KČ""","""KČ""",175,"3,93",-,-
27,"""KČ""",3,Jenček Jindřich  Ing.,76,"""KČ""","""KČ""",51,"1,14",-,-
27,"""KČ""",4,Benešová Martina  MUDr.,26,"""KČ""",BEZPP,130,"2,92",-,-
27,"""KČ""",5,Nohel Petr  Mgr.et Mgr.,30,"""KČ""","""KČ""",63,"1,41",-,-
27,"""KČ""",6,Kodeda Oldřich  Ing. arch.,50,"""KČ""",BEZPP,82,"1,84",-,-
27,"""KČ""",7,Drinocká Pavla  Mgr.,60,"""KČ""","""KČ""",48,"1,07",-,-
27,"""KČ""",8,Holman Jakub  Bc.,24,"""KČ""",BEZPP,82,"1,84",-,-
27,"""KČ""",9,Andrš Pavel  MUDr.,45,"""KČ""",BEZPP,135,"3,03",-,-
27,"""KČ""",10,Konečný Jaroslav,40,"""KČ""","""KČ""",35,"0,78",-,-
27,"""KČ""",11,Kartáková Daniela  Mgr.,44,"""KČ""",BEZPP,63,"1,41",-,-
27,"""KČ""",12,Plný Richard  MUDr.,38,"""KČ""",BEZPP,81,"1,82",-,-
27,"""KČ""",13,Krejčí Pavel,28,"""KČ""","""KČ""",26,"0,58",-,-
27,"""KČ""",14,Hrabovský Josef  MUDr.,54,"""KČ""","""KČ""",70,"1,57",-,-
27,"""KČ""",15,Krupka Miroslav,49,"""KČ""","""KČ""",4,"0,08",-,-
27,"""KČ""",16,Holub Jindřich,40,"""KČ""","""KČ""",40,"0,89",-,-
27,"""KČ""",17,Kubešová Irena Marie  Mgr.,39,"""KČ""",BEZPP,80,"1,79",-,-
27,"""KČ""",18,Šourek Bohumil,60,"""KČ""","""KČ""",31,"0,69",-,-
27,"""KČ""",19,Šimek Miloslav,58,"""KČ""","""KČ""",20,"0,44",-,-
27,"""KČ""",20,Benčok Michal,57,"""KČ""",BEZPP,16,"0,35",-,-
27,"""KČ""",21,Janás Antonín,66,"""KČ""","""KČ""",18,"0,40",-,-
27,"""KČ""",22,Velecký Luboš,48,"""KČ""","""KČ""",43,"0,96",-,-
27,"""KČ""",23,Mrzílek Jan,55,"""KČ""","""KČ""",10,"0,22",-,-
27,"""KČ""",24,Dajbych Václav,57,"""KČ""",KDU-ČSL,5,"0,11",-,-
27,"""KČ""",25,Dědek Martin,32,"""KČ""","""KČ""",13,"0,29",-,-
27,"""KČ""",26,Mikitka Zlatko  MVDr.,44,"""KČ""",BEZPP,20,"0,44",-,-
27,"""KČ""",27,Kopecký Jan  Mgr.,32,"""KČ""",BEZPP,16,"0,35",-,-
27,"""KČ""",28,Ryšavý Otakar,46,"""KČ""","""KČ""",23,"0,51",-,-
27,"""KČ""",29,Stejskal Karel,33,"""KČ""","""KČ""",33,"0,74",-,-
28,LAP,1,Kučera Karel,36,LAP,LAP,47,"8,62",-,-
28,LAP,2,Michalička Jiří,39,LAP,LAP,22,"4,03",-,-
28,LAP,3,Pichert Jan,34,LAP,LAP,5,"0,91",-,-
28,LAP,4,Rambousek Petr,42,LAP,LAP,14,"2,56",-,-
28,LAP,5,Slivoň Zdeněk,40,LAP,LAP,7,"1,28",-,-
28,LAP,6,Zvarová Michaela,23,LAP,LAP,12,"2,20",-,-
28,LAP,7,Fucimanová Eva,49,LAP,LAP,16,"2,93",-,-
28,LAP,8,Kaňka Jaroslav,51,LAP,LAP,11,"2,01",-,-
28,LAP,9,Rusevský Alexandr,38,LAP,LAP,16,"2,93",-,-
28,LAP,10,Bok Tomáš,29,LAP,LAP,4,"0,73",-,-
